CUI1,STR1,CUI2,STR2
c0029002,onchocerciasis ocular,c0163557,moxidectin
c0029002,ocular onchocerciasis,c0163557,moxidectin
c0029106,opisthorchiases,c0001911,albendazole
c0029106,opisthorchiasis,c0001911,albendazole
c0029134,neuritides optic,c0001655,corticotrophins
c0029134,optic neuritides,c0001655,corticotrophins
c0029134,neuritis optic,c0001655,corticotrophins
c0029134,neuritis optic,c0001655,corticotrophins
c0029134,optic neuritis,c0001655,corticotrophins
c0029134,optic neuritis nos,c0001655,corticotrophins
c0029134,neuritisoptic,c0001655,corticotrophins
c0029134,optic neuritis nos,c0001655,corticotrophins
c0029134,on  optic neuritis,c0001655,corticotrophins
c0029134,neuritis optic,c0001655,corticotrophins
c0029134,optic neuritis,c0001655,corticotrophins
c0029291,psittacosis,c0011276,demeclocycline
c0029291,psittacoses,c0011276,demeclocycline
c0029347,influenza a virus,c4688747,baloxavir marboxil
c0029347,influenza a viruses,c4688747,baloxavir marboxil
c0029347,influenza virus a,c4688747,baloxavir marboxil
c0029348,influenza b viruses,c4688747,baloxavir marboxil
c0029348,influenza b virus,c4688747,baloxavir marboxil
c0029348,influenza virus b,c4688747,baloxavir marboxil
c0029396,ossification heterotopic,c0015121,etidronic acid
c0029396,heterotopic ossification,c0015121,etidronic acid
c0029396,ossification heterotopic,c0015121,etidronic acid
c0029401,osteitis deformans,c0006668,calcitonin
c0029401,deformans osteitis,c0006668,calcitonin
c0029401,osteitis deformans,c0006668,calcitonin
c0029408,degenerative polyarthritis nos,c0004057,aspirin
c0029408,degenerative polyarthritis,c0004057,aspirin
c0029434,osteogenesis imperfecta nos,c0006668,calcitonin
c0029434,osteogenesis imperfecta,c0006668,calcitonin
c0029434,osteogenesis imperfecta nos,c0006668,calcitonin
c0029443,osteomyelitides,c0008809,ciprofloxacin
c0029443,osteomyelitis,c0008809,ciprofloxacin
c0029443,osteomyelitis nos,c0008809,ciprofloxacin
c0029443,osteomyelitis nos,c0008809,ciprofloxacin
c0029454,osteopetroses,c0021741,interferon gamma 1b
c0029454,osteopetrosis,c0021741,interferon gamma 1b
c0029454,osteopetrosis nos,c0021741,interferon gamma 1b
c0029456,osteoporoses,c0008318,cholecalciferol
c0029456,osteoporosis nos,c0008318,cholecalciferol
c0029456,osteoporosis,c0008318,cholecalciferol
c0029456,osteoporosis nos,c0008318,cholecalciferol
c0029458,osteoporoses postmenopausal,c0006668,calcitonin
c0029458,postmenopausal osteoporoses,c0006668,calcitonin
c0029458,osteoporosis postmenopausal,c0006668,calcitonin
c0029458,postmenopausal osteoporosis,c0006668,calcitonin
c0029458,osteoporosis postmenopausal,c0006668,calcitonin
c0029458,osteoporosis postmenopausal,c0006668,calcitonin
c0029458,postmenopausal osteoporosis,c0006668,calcitonin
c0029463,osteosarcomas,c0008838,cisplatin
c0029463,osteosarcoma,c0008838,cisplatin
c0029463,osteosarcoma nos,c0008838,cisplatin
c0029463,osteosarcoma nos,c0008838,cisplatin
c0029878,externa otitis,c0000983,acetic acid
c0029878,otitis externa,c0000983,acetic acid
c0029878,otitis externa nos,c0000983,acetic acid
c0029878,externa otitis,c0000983,acetic acid
c0029878,otitis externa nos,c0000983,acetic acid
c0029878,externa otitis,c0000983,acetic acid
c0029878,otitis externa,c0000983,acetic acid
c0029882,otitis media,c0002645,amoxicillin
c0029882,otitis media nos,c0002645,amoxicillin
c0029882,otitis media nos,c0002645,amoxicillin
c0029882,media otitis,c0002645,amoxicillin
c0029882,media otitis,c0002645,amoxicillin
c0029882,otitis media,c0002645,amoxicillin
c0029888,otitis media suppurative,c0028902,ofloxacin
c0029888,suppurative otitis media,c0028902,ofloxacin
c0029888,suppurative otitis media nos,c0028902,ofloxacin
c0029888,otitis media suppurative,c0028902,ofloxacin
c0029888,media otitis suppurative,c0028902,ofloxacin
c0029888,otitis media suppurative nos,c0028902,ofloxacin
c0029888,otitis media suppurative,c0028902,ofloxacin
c0029888,suppurative otitis media,c0028902,ofloxacin
c0029895,otomycosis,c0016294,flumethasone
c0029895,otomycosis nos,c0016294,flumethasone
c0029895,otomycoses,c0016294,flumethasone
c0029927,cysts ovarian,c0023610,gonadorelin
c0029927,ovarian cyst,c0023610,gonadorelin
c0029927,cyst ovarian,c0023610,gonadorelin
c0029927,ovarian cysts,c0023610,gonadorelin
c0029927,ovarian cyst nos,c0023610,gonadorelin
c0029927,ovarian cyst nos,c0023610,gonadorelin
c0029927,cystovarian,c0023610,gonadorelin
c0029944,overdose drug,c0001275,activated charcoal
c0029944,drug overdose,c0001275,activated charcoal
c0029944,drug overdose nos,c0001275,activated charcoal
c0029944,overdose of drug,c0001275,activated charcoal
c0029944,drug overdoses,c0001275,activated charcoal
c0029944,overdoses drug,c0001275,activated charcoal
c0029944,drugsoverdose,c0001275,activated charcoal
c0030186,extramammary pagets disease,c0015121,etidronic acid
c0030186,pagets disease extramammary,c0015121,etidronic acid
c0030186,paget disease extramammary,c0015121,etidronic acid
c0030186,extramammary pagets disease,c0015121,etidronic acid
c0030186,extramammary paget disease,c0015121,etidronic acid
c0030186,paget disease extramammary,c0015121,etidronic acid
c0030186,pagets disease extramammary,c0015121,etidronic acid
c0030186,extramammary paget disease,c0015121,etidronic acid
c0030186,pagets disease extramammary,c0015121,etidronic acid
c0030193,pain nos,c0000970,acetaminophen
c0030193,pains,c0000970,acetaminophen
c0030193,pain,c0000970,acetaminophen
c0030193,pain nos,c0000970,acetaminophen
c0030200,intractable pain,c0004609,baclofen
c0030200,intractable pains,c0004609,baclofen
c0030200,pain intractable,c0004609,baclofen
c0030200,pains intractable,c0004609,baclofen
c0030201,pain postoperative,c0006400,bupivacaine
c0030201,postoperative pain nos,c0006400,bupivacaine
c0030201,pain postoperative,c0006400,bupivacaine
c0030201,postoperative pain,c0006400,bupivacaine
c0030201,postoperative pains,c0006400,bupivacaine
c0030297,neoplasm pancreatic,c0002475,mitomycin
c0030297,pancreatic neoplasms,c0002475,mitomycin
c0030297,pancreatic neoplasm,c0002475,mitomycin
c0030297,pancreatic neoplasm nos,c0002475,mitomycin
c0030297,neoplasms pancreatic,c0002475,mitomycin
c0030305,pancreatitis,c0025624,methantheline
c0030305,pancreatitis nos,c0025624,methantheline
c0030305,pancreatitis nos,c0025624,methantheline
c0030319,disorders panic,c0002333,alprazolam
c0030319,panic disorders,c0002333,alprazolam
c0030319,disorder panic,c0002333,alprazolam
c0030319,panic disorder,c0002333,alprazolam
c0030319,disorderpanic,c0002333,alprazolam
c0030319,panic disorder nos,c0002333,alprazolam
c0030319,disorder panic,c0002333,alprazolam
c0030319,panic disorder,c0002333,alprazolam
c0030354,papilloma,c0032333,podophyllin
c0030354,papillomata,c0032333,podophyllin
c0030354,papillomas,c0032333,podophyllin
c0030354,papilloma nos,c0032333,podophyllin
c0030354,papilloma nos,c0032333,podophyllin
c0030409,paracoccidioidomycosis,c0002679,amphotericin b
c0030409,paracoccidiodomycosis,c0002679,amphotericin b
c0030409,paracoccidioidomycosis nos,c0002679,amphotericin b
c0030409,paracoccidioidomycoses,c0002679,amphotericin b
c0030421,paraganglioma nos,c0524959,iobenguane i-131
c0030421,paragangliomas,c0524959,iobenguane i-131
c0030421,paraganglioma,c0524959,iobenguane i-131
c0030421,paragangliomata,c0524959,iobenguane i-131
c0030421,paraganglioma nos,c0524959,iobenguane i-131
c0030499,disease parasitic,c0060477,flubendazole
c0030499,diseases parasitic,c0060477,flubendazole
c0030499,parasitic disease,c0060477,flubendazole
c0030499,parasitic diseases,c0060477,flubendazole
c0030499,parasitic disease nos,c0060477,flubendazole
c0030499,diseaseparasitic,c0060477,flubendazole
c0030499,parasitic disease,c0060477,flubendazole
c0030499,parasitic disease nos,c0060477,flubendazole
c0030521,neoplasm parathyroid,c1260199,cinacalcet hydrochloride
c0030521,parathyroid neoplasms,c1260199,cinacalcet hydrochloride
c0030521,parathyroid neoplasm,c1260199,cinacalcet hydrochloride
c0030521,neoplasms parathyroid,c1260199,cinacalcet hydrochloride
c0030521,neoplasms parathyroid,c1260199,cinacalcet hydrochloride
c0030521,neoplasm of parathyroid,c1260199,cinacalcet hydrochloride
c0030521,neoplasm of the parathyroid,c1260199,cinacalcet hydrochloride
c0030567,parkinsons disease,c0002403,amantadine
c0030567,disease parkinsons,c0002403,amantadine
c0030567,parkinsons disease nos,c0002403,amantadine
c0030567,diseases parkinson,c0002403,amantadine
c0030567,diseases parkinsons,c0002403,amantadine
c0030567,diseaseparkinsons,c0002403,amantadine
c0030567,disease parkinsonss,c0002403,amantadine
c0030567,diseases parkinsons,c0002403,amantadine
c0030567,parkinsons disease,c0002403,amantadine
c0030567,parkinson disease,c0002403,amantadine
c0030567,parkinsons disease nos,c0002403,amantadine
c0030568,parkinson disease postencephalitic,c0036442,scopolamine
c0030568,postencephalitic parkinsons disease,c0036442,scopolamine
c0030568,postencephalitic parkinson disease,c0036442,scopolamine
c0030569,parkinson disease secondary,c0002403,amantadine
c0030569,secondary parkinson disease,c0002403,amantadine
c0030569,parkinsons disease secondary,c0002403,amantadine
c0030569,secondary parkinsons disease,c0002403,amantadine
c0030636,infection pasteurella,c0030827,penicillin g
c0030636,pasteurella infection,c0030827,penicillin g
c0030636,pasteurella infection nos,c0030827,penicillin g
c0030636,pasteurella infections,c0030827,penicillin g
c0030636,infections pasteurella,c0030827,penicillin g
c0030636,pasteurella infection,c0030827,penicillin g
c0030636,infection pasteurella,c0030827,penicillin g
c0030756,lice infestation,c0005038,lindane
c0030756,infestation lice,c0005038,lindane
c0030756,infestations lice,c0005038,lindane
c0030756,lice infestations,c0005038,lindane
c0030756,lice infestation nos,c0005038,lindane
c0030756,louse infestation,c0005038,lindane
c0030783,pellagras,c0027996,niacin
c0030783,pellagra,c0027996,niacin
c0030790,infections pelvic,c0007561,ceftriaxone
c0030790,pelvic infections,c0007561,ceftriaxone
c0030790,pelvic infection,c0007561,ceftriaxone
c0030790,infection pelvic,c0007561,ceftriaxone
c0030790,infection pelvic,c0007561,ceftriaxone
c0030790,infection pelvic,c0007561,ceftriaxone
c0030805,pemphigoid bullous,c0038710,sulfapyridine
c0030805,bullous pemphigoid,c0038710,sulfapyridine
c0030805,pemphigoid bullous,c0038710,sulfapyridine
c0030805,bullous pemphigoids,c0038710,sulfapyridine
c0030805,bullous pemphigoid nos,c0038710,sulfapyridine
c0030805,bullous pemphigoid,c0038710,sulfapyridine
c0030805,pemphigoid bullous,c0038710,sulfapyridine
c0030807,pemphigus,c0004320,auranofin
c0030807,pemphigus nos,c0004320,auranofin
c0030807,pemphigus nos,c0004320,auranofin
c0030848,peyronie disease,c0009053,"collagenase, clostridium histolyticum"
c0030848,peyronies disease,c0009053,"collagenase, clostridium histolyticum"
c0030848,peyronies disease,c0009053,"collagenase, clostridium histolyticum"
c0030848,disease peyronie,c0009053,"collagenase, clostridium histolyticum"
c0030848,diseases peyronie,c0009053,"collagenase, clostridium histolyticum"
c0030848,diseases peyronies,c0009053,"collagenase, clostridium histolyticum"
c0030848,diseasepeyronies,c0009053,"collagenase, clostridium histolyticum"
c0030848,disease peyronies,c0009053,"collagenase, clostridium histolyticum"
c0030920,ulcer peptic,c0004261,hyoscyamine sulfate
c0030920,peptic ulcer,c0004261,hyoscyamine sulfate
c0030920,ulcers peptic,c0004261,hyoscyamine sulfate
c0030920,ulcer peptic,c0004261,hyoscyamine sulfate
c0030920,peptic ulcer nos,c0004261,hyoscyamine sulfate
c0030920,peptic ulcer nos,c0004261,hyoscyamine sulfate
c0030920,ulcerpeptic,c0004261,hyoscyamine sulfate
c0030920,peptic ulcers,c0004261,hyoscyamine sulfate
c0030920,peptic ulcer,c0004261,hyoscyamine sulfate
c0030920,ulcer peptic,c0004261,hyoscyamine sulfate
c0031046,pericarditis,c0030827,penicillin g
c0031046,pericarditis nos,c0030827,penicillin g
c0031046,pericarditis nos,c0030827,penicillin g
c0031069,mediterranean fever familial,c0009262,colchicine
c0031069,familial mediterranean fever,c0009262,colchicine
c0031069,mediterranean fever familial,c0009262,colchicine
c0031069,mediterranean familial fever,c0009262,colchicine
c0031069,fever mediterranean familial,c0009262,colchicine
c0031069,mediterranean fever familial,c0009262,colchicine
c0031090,disease periodontal,c0008196,chlorhexidine
c0031090,diseases periodontal,c0008196,chlorhexidine
c0031090,periodontal disease,c0008196,chlorhexidine
c0031090,periodontal disease nos,c0008196,chlorhexidine
c0031090,periodontal diseases,c0008196,chlorhexidine
c0031099,periodontitides,c0108342,carbamide peroxide
c0031099,periodontitis,c0108342,carbamide peroxide
c0031099,periodontitis nos,c0108342,carbamide peroxide
c0031099,periodontitis nos,c0108342,carbamide peroxide
c0031142,peritoneal diseases,c0982057,carboxymethylcellulose calcium
c0031142,peritoneal disease,c0982057,carboxymethylcellulose calcium
c0031149,neoplasm peritoneal,c0796392,bevacizumab
c0031149,peritoneal neoplasms,c0796392,bevacizumab
c0031149,peritoneal neoplasm,c0796392,bevacizumab
c0031149,peritoneal neoplasm nos,c0796392,bevacizumab
c0031154,peritonitis,c0002679,amphotericin b
c0031154,peritonitis nos,c0002679,amphotericin b
c0031154,peritonitis nos,c0002679,amphotericin b
c0031190,persistent foetal circulation syndrome,c0040373,tolazoline
c0031190,persistent fetal circulation syndrome,c0040373,tolazoline
c0031350,pharyngitides,c0007537,cefaclor
c0031350,pharyngitis,c0007537,cefaclor
c0031350,pharyngitis nos,c0007537,cefaclor
c0031350,pharyngitis nos,c0007537,cefaclor
c0031485,phenylketonuria,c0048897,sapropterin
c0031485,phenylketonuria nos,c0048897,sapropterin
c0031485,phenylketonurias,c0048897,sapropterin
c0031511,pheochromocytomas,c0031441,phenoxybenzamine
c0031511,phaeochromocytoma,c0031441,phenoxybenzamine
c0031511,pheochromocytoma nos,c0031441,phenoxybenzamine
c0031511,phaeochromocytoma nos,c0031441,phenoxybenzamine
c0031511,pheochromocytoma,c0031441,phenoxybenzamine
c0031511,phaeochromocytoma nos,c0031441,phenoxybenzamine
c0031511,pheochromocytoma nos,c0031441,phenoxybenzamine
c0031762,disorder photosensitivity,c0000473,4 aminobenzoic acid
c0031762,disorders photosensitivity,c0000473,4 aminobenzoic acid
c0031762,photosensitivity disorder,c0000473,4 aminobenzoic acid
c0031762,photosensitivity disorders,c0000473,4 aminobenzoic acid
c0032019,neoplasm pituitary,c0028833,octreotide
c0032019,neoplasms pituitary,c0028833,octreotide
c0032019,pituitary neoplasm,c0028833,octreotide
c0032019,pituitary neoplasm nos,c0028833,octreotide
c0032019,pituitary neoplasms,c0028833,octreotide
c0032019,neoplasm of pituitary,c0028833,octreotide
c0032019,neoplasm of the pituitary,c0028833,octreotide
c0032026,pityriasis rosea,c0066101,methdilazine
c0032026,pityriasis roseas,c0066101,methdilazine
c0032026,rosea pityriasis,c0066101,methdilazine
c0032026,pityriasis rosea,c0066101,methdilazine
c0032026,rosea pityriasis,c0066101,methdilazine
c0032064,plague nos,c0011276,demeclocycline
c0032064,plague,c0011276,demeclocycline
c0032064,plague nos,c0011276,demeclocycline
c0032064,plagues,c0011276,demeclocycline
c0032227,pleural effusion nos disorder,c0013090,doxycycline
c0032227,pleural effusion disorder,c0013090,doxycycline
c0032227,pleural effusion disorder,c0013090,doxycycline
c0032269,infection pneumococcal,c0002680,ampicillin
c0032269,pneumococcal infections,c0002680,ampicillin
c0032269,pneumococcal infection,c0002680,ampicillin
c0032269,pneumococcal infection nos,c0002680,ampicillin
c0032269,pneumococcal infection nos,c0002680,ampicillin
c0032269,infections pneumococcal,c0002680,ampicillin
c0032285,pneumonia,c0001047,acetylcysteine
c0032285,pneumonias,c0001047,acetylcysteine
c0032285,pneumoniae,c0001047,acetylcysteine
c0032285,pneumonia nos,c0001047,acetylcysteine
c0032285,pneumonia nos,c0001047,acetylcysteine
c0032302,mycoplasma pneumonias,c0011276,demeclocycline
c0032302,pneumonia mycoplasma,c0011276,demeclocycline
c0032302,pneumonias mycoplasma,c0011276,demeclocycline
c0032302,mycoplasma pneumonia,c0011276,demeclocycline
c0032302,mycoplasmas pneumonia,c0011276,demeclocycline
c0032302,pneumonia mycoplasma,c0011276,demeclocycline
c0032302,mycoplasma pneumonia,c0011276,demeclocycline
c0032302,pneumonia mycoplasma,c0011276,demeclocycline
c0032326,pneumothorax,c0039267,talc
c0032326,pneumothorax nos,c0039267,talc
c0032326,pneumothorax nos,c0039267,talc
c0032343,poisoning,c0001047,acetylcysteine
c0032343,poisonings,c0001047,acetylcysteine
c0032343,poisoning nos,c0001047,acetylcysteine
c0032343,poisoning by,c0001047,acetylcysteine
c0032343,by poisoning,c0001047,acetylcysteine
